target,cell_line,assay_title,institute_name,string_biological_replicates,organism,term_id,title,accession,status,assay_term_name,replication_type,date_released,assembly,file_format,file_size,file_type,output_category,output_type,read_length,read_length_units,run_type,schema_version,encode_version,biological_replicates,technical_replicates,url
ELF1,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF576IQY,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,407166590,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/60cd7cec-11cf-4129-b593-f9adebad51d4/ENCFF576IQY.bigWig
ELF1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF036DKA,released,ChIP-seq,isogenic,2016-07-28,GRCh38,bigWig,1981881911,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/60b742d4-574f-403e-9759-ff6b62e2b58c/ENCFF036DKA.bigWig
ELF1,K562,TF ChIP-seq,University of Chicago,"[1, 2]",human,EFO:0002067,"Kevin White, UChicago",ENCFF223LQK,released,ChIP-seq,isogenic,2016-06-13,GRCh38,bigWig,905925011,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/19/fbe7637b-cf67-4568-b3c7-3a0e7a97ee21/ENCFF223LQK.bigWig
ELF1,MCF-7,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001203,"Michael Snyder, Stanford",ENCFF814THY,released,ChIP-seq,isogenic,2017-06-26,GRCh38,bigWig,2411958932,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/06/24/fcfe5bb5-2264-4d23-9810-fd681469aab1/ENCFF814THY.bigWig
ELF1,MCF-7,TF ChIP-seq,University of Chicago,"[1, 2]",human,EFO:0001203,"Kevin White, UChicago",ENCFF457RHX,released,ChIP-seq,isogenic,2016-06-13,GRCh38,bigWig,1190533797,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/28/79154685-1aa1-49ca-8480-e5f8f6b2b2b4/ENCFF457RHX.bigWig
ELF3,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF439CMK,released,ChIP-seq,isogenic,2016-11-08,GRCh38,bigWig,876284271,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/07/d0a57fbd-aea4-41d0-aba3-1de68af05f39/ENCFF439CMK.bigWig
ELF4,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF070OXR,released,ChIP-seq,isogenic,2020-07-01,GRCh38,bigWig,776245000,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/06/30/223f5025-533e-45c2-9d27-6dd7a23e34ea/ENCFF070OXR.bigWig
ELF4,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF383OZJ,released,ChIP-seq,isogenic,2017-01-31,GRCh38,bigWig,1805603872,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/ca3d7b39-eda0-4b04-9836-e46244ab2e86/ENCFF383OZJ.bigWig
ELK1,A549,TF ChIP-seq,Stanford University,"[1, 3]",human,EFO:0001086,"Michael Snyder, Stanford",ENCFF060SYK,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,905815863,bigWig,signal,fold change over control,,,,26,3.0,"[1, 3]","['1_1', '3_1']",https://encode-public.s3.amazonaws.com/2016/10/24/0ff15f7c-93db-4b9a-aa23-c38cf6d07dde/ENCFF060SYK.bigWig
ELK1,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF308NKV,released,ChIP-seq,isogenic,2012-05-14,GRCh38,bigWig,518652653,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/07/19/c19407f3-fc60-46f0-a8df-5a6b00ade06d/ENCFF308NKV.bigWig
ELK1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF004KTE,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,827762520,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/04/7fb072ae-a0b7-44c0-aff5-fbf73b111bc3/ENCFF004KTE.bigWig
ELK1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF792ZTJ,released,ChIP-seq,isogenic,2012-08-20,GRCh38,bigWig,618801315,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/4205c941-ad67-44fd-9b0f-96b1068890d0/ENCFF792ZTJ.bigWig
ELK1,MCF-7,TF ChIP-seq,Stanford University,"[1, 3]",human,EFO:0001203,"Michael Snyder, Stanford",ENCFF398XNT,released,ChIP-seq,isogenic,2016-02-16,GRCh38,bigWig,1984808581,bigWig,signal,fold change over control,,,,26,3.0,"[1, 3]","['1_1', '3_1']",https://encode-public.s3.amazonaws.com/2016/10/24/f96a0d35-bc4a-46de-98ae-0f12a6487cdc/ENCFF398XNT.bigWig
ELK3,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF573XYH,released,ChIP-seq,isogenic,2020-08-03,GRCh38,bigWig,1756010448,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/dd35d090-b9bf-404b-977b-df4145b3e6d0/ENCFF573XYH.bigWig
EP300,GM12878,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002784,"Richard Myers, HAIB",ENCFF399SZY,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,500378476,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/bace6cd6-6f15-47d5-80e9-3eeb99d10da7/ENCFF399SZY.bigWig
EP300,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF977NLF,released,ChIP-seq,isogenic,2012-05-14,GRCh38,bigWig,480870277,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/07/18/e6853a8a-2464-4a25-86ec-654aa460207b/ENCFF977NLF.bigWig
EP300,H1,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0003042,"Richard Myers, HAIB",ENCFF491ZOF,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,546086310,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/a5f746ec-c42b-4e2f-8b27-5c5c6fd9e0ac/ENCFF491ZOF.bigWig
EP300,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF760WAX,released,ChIP-seq,isogenic,2020-08-28,GRCh38,bigWig,2331182763,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/21/eff298d7-174b-4182-8f70-8f74f0a6d4ef/ENCFF760WAX.bigWig
EP300,HepG2,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF432IMS,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,675803351,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/14/e5105d24-b36d-4b74-ad07-2b0ebdf4db56/ENCFF432IMS.bigWig
EP300,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF907QZG,released,ChIP-seq,isogenic,2012-05-14,GRCh38,bigWig,725660239,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/2d91b086-4c97-4704-abcf-1b47679b4d0e/ENCFF907QZG.bigWig
EP300,MCF-7,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001203,"Richard Myers, HAIB",ENCFF456PZQ,released,ChIP-seq,isogenic,2012-09-10,GRCh38,bigWig,806141455,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2019/02/20/88409c0b-86de-47d2-9403-1220f5aacdab/ENCFF456PZQ.bigWig
EP400,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF859XJZ,released,ChIP-seq,isogenic,2017-06-29,GRCh38,bigWig,2801062044,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/03/263f30c3-dd86-4470-9beb-100d98a07981/ENCFF859XJZ.bigWig
ERF,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF159LQN,released,ChIP-seq,isogenic,2018-02-12,GRCh38,bigWig,1166470767,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2018/02/09/5a0c9790-5fd5-4e41-91d5-47a66a37777d/ENCFF159LQN.bigWig
ERF,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF374CDE,released,ChIP-seq,isogenic,2020-08-03,GRCh38,bigWig,1655485587,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/03/25377539-6a0a-4d13-8ffc-c85737b4f7ec/ENCFF374CDE.bigWig
ESR1,MCF-7,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001203,"Michael Snyder, Stanford",ENCFF237WTX,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,1663934164,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/06/30/faf41012-7ded-4b43-ba70-9a4d72625f35/ENCFF237WTX.bigWig
ESRRA,A549,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001086,"Michael Snyder, Stanford",ENCFF182ZBH,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,1049232545,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/dcda49c7-016b-4e5b-8234-49a8eefac4da/ENCFF182ZBH.bigWig
ESRRA,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF440TNS,released,ChIP-seq,isogenic,2012-08-20,GRCh38,bigWig,691084977,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/8f0375b8-dd67-43ab-970a-2be470ebe22e/ENCFF440TNS.bigWig
ESRRA,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF811AXA,released,ChIP-seq,isogenic,2020-10-22,GRCh38,bigWig,918898317,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/10/20/301f4c5d-5902-483d-af78-356314986779/ENCFF811AXA.bigWig
ESRRA,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF241ISR,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,2057518111,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/243236dc-5562-41bb-a85c-6d4b5460c6c1/ENCFF241ISR.bigWig
ESRRA,MCF-7,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001203,"Michael Snyder, Stanford",ENCFF238MRQ,released,ChIP-seq,isogenic,2018-01-26,GRCh38,bigWig,1962719216,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/04/09ac4cfa-beae-4852-a1ab-bb66f5b4289d/ENCFF238MRQ.bigWig
ESRRB,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF578RDF,released,ChIP-seq,isogenic,2020-08-03,GRCh38,bigWig,1768902709,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/08/3553655f-b2f4-417b-860c-0e7e9abd8f7f/ENCFF578RDF.bigWig
ETS1,GM12878,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002784,"Richard Myers, HAIB",ENCFF103EJS,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,487982582,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/11295fd9-1775-415c-af3a-2b961f576fe9/ENCFF103EJS.bigWig
ETS1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF022WFN,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,885213820,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/07/9c4d5633-0059-4194-9c15-651f0ed80797/ENCFF022WFN.bigWig
ETS1,HepG2,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF869EQY,released,ChIP-seq,isogenic,2018-01-26,GRCh38,bigWig,1075562353,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/aab242b7-bade-4e6e-881f-43ad40cce305/ENCFF869EQY.bigWig
ETS1,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF291YLM,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,378937514,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/92a7f969-2638-4c38-a16c-6a275f3bf18a/ENCFF291YLM.bigWig
ETS2,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF505DZN,released,ChIP-seq,isogenic,2016-08-24,GRCh38,bigWig,1791248660,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/03/84d40611-c944-4c45-b6e3-2784cb3092e5/ENCFF505DZN.bigWig
ETV1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF753YBQ,released,ChIP-seq,isogenic,2016-03-02,GRCh38,bigWig,1110082680,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/11/28/b9ccc32b-c38f-48e5-93b3-adc017f39c7a/ENCFF753YBQ.bigWig
ETV4,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF744PPC,released,ChIP-seq,isogenic,2016-06-13,GRCh38,bigWig,1041641505,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/78869731-38c6-4ae1-97b8-cc502d09e1f5/ENCFF744PPC.bigWig
ETV5,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF487IOR,released,ChIP-seq,isogenic,2018-02-10,GRCh38,bigWig,929714772,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2018/02/09/6b4a76df-22c5-41b5-a7d0-9aedcae8ea1f/ENCFF487IOR.bigWig
ETV5,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF042WYK,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,961557701,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/07/dbc233bd-93e8-42db-a0de-08511a502556/ENCFF042WYK.bigWig
ETV6,GM12878,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002784,"Richard Myers, HAIB",ENCFF304SIN,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,1118934828,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/15367881-c088-4fd9-be68-6809d0e298d7/ENCFF304SIN.bigWig
ETV6,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF693TRY,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,1874209861,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/03/f64b03f1-d2cf-40f5-94d6-d655452acbe9/ENCFF693TRY.bigWig
ETV6,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF827OVI,released,ChIP-seq,isogenic,2020-07-09,GRCh38,bigWig,1543216696,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/06/6d746773-039b-43c9-9b4a-26cc0f946b17/ENCFF827OVI.bigWig
ETV6,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF328UEJ,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,1158267341,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/975c58b1-176d-449a-b58a-2f610d0d228f/ENCFF328UEJ.bigWig
ETV6,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF492DSP,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,955456160,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/d7526f4d-276c-4ee2-8b72-563bb55ebc2e/ENCFF492DSP.bigWig
EWSR1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF897WKS,released,ChIP-seq,isogenic,2018-01-26,GRCh38,bigWig,2329577504,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/11/28/bc699ba9-5b52-4f4c-beaf-c514db661639/ENCFF897WKS.bigWig
EZH2,GM12878,TF ChIP-seq,Broad Institute,"[1, 2]",human,EFO:0002784,"Bradley Bernstein, Broad",ENCFF775CVC,released,ChIP-seq,isogenic,2012-03-06,GRCh38,bigWig,597495034,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/01/11/a354ec94-4ce3-40c6-bffe-744e275d94df/ENCFF775CVC.bigWig
EZH2,HepG2,TF ChIP-seq,Broad Institute,"[1, 2]",human,EFO:0001187,"Bradley Bernstein, Broad",ENCFF321AHD,released,ChIP-seq,isogenic,2012-03-06,GRCh38,bigWig,1453497971,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/02/14/9309d248-7cb3-4f01-87a3-c4943d5d47f4/ENCFF321AHD.bigWig
FEZF1,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF779MAP,released,ChIP-seq,isogenic,2016-10-14,GRCh38,bigWig,4585015819,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/07/42301eef-6eb1-4228-a5e1-d00358af7e2d/ENCFF779MAP.bigWig
FIP1L1,HepG2,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0001187,"Xiang-Dong Fu, UCSD",ENCFF018EUF,released,ChIP-seq,isogenic,2018-01-19,GRCh38,bigWig,714668534,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/01/7441e439-2c2d-46a9-af6d-05dc9f86a23f/ENCFF018EUF.bigWig
FIP1L1,K562,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0002067,"Xiang-Dong Fu, UCSD",ENCFF714YZY,released,ChIP-seq,isogenic,2018-01-16,GRCh38,bigWig,834047144,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/04/72b4c23e-ff69-48fb-886f-bd88df957cac/ENCFF714YZY.bigWig
FOS,MCF-7,TF ChIP-seq,Stanford University,"[1, 3]",human,EFO:0001203,"Michael Snyder, Stanford",ENCFF160WPD,released,ChIP-seq,isogenic,2016-12-19,GRCh38,bigWig,2317384818,bigWig,signal,fold change over control,,,,26,3.0,"[1, 3]","['1_1', '3_1']",https://encode-public.s3.amazonaws.com/2016/10/24/0fd35596-e722-4255-9527-22a096123bc6/ENCFF160WPD.bigWig
FOSB,A549,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001086,"Michael Snyder, Stanford",ENCFF679DDH,released,ChIP-seq,isogenic,2020-07-01,GRCh38,bigWig,2112677824,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/06/30/a994a2ec-1c1b-440d-a98d-01044d8e96ab/ENCFF679DDH.bigWig
FOSL1,H1,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0003042,"Richard Myers, HAIB",ENCFF498IQF,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,421807916,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/3f788b27-afce-446d-a2de-7db7776b8b15/ENCFF498IQF.bigWig
FOSL1,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF331ETG,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,349867052,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/14/44787279-8bde-47cb-bbaf-9efc3f416fbe/ENCFF331ETG.bigWig
FOSL1,K562,TF ChIP-seq,University of Chicago,"[1, 2]",human,EFO:0002067,"Kevin White, UChicago",ENCFF094CHG,released,ChIP-seq,isogenic,2016-06-13,GRCh38,bigWig,1095136008,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/19/7c40298f-068c-419d-923d-e6c0d6f21496/ENCFF094CHG.bigWig
FOSL2,A549,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001086,"Michael Snyder, Stanford",ENCFF606VQQ,released,ChIP-seq,isogenic,2020-07-16,GRCh38,bigWig,1786507168,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/09/0b284ddd-0e7a-486e-829e-3a596420077e/ENCFF606VQQ.bigWig
FOSL2,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF087ICF,released,ChIP-seq,isogenic,2020-07-09,GRCh38,bigWig,1166755410,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/02/ee87fb5e-7049-4f67-be4d-d2747cf75596/ENCFF087ICF.bigWig
FOSL2,MCF-7,TF ChIP-seq,University of Chicago,"[2, 3]",human,EFO:0001203,"Kevin White, UChicago",ENCFF080PKN,released,ChIP-seq,isogenic,2016-06-13,GRCh38,bigWig,1002328522,bigWig,signal,fold change over control,,,,26,3.0,"[2, 3]","['2_1', '3_1']",https://encode-public.s3.amazonaws.com/2016/10/19/ef9aec72-179e-46c4-9316-bac86dc6a645/ENCFF080PKN.bigWig
FOXA1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF472SVW,released,ChIP-seq,isogenic,2020-07-09,GRCh38,bigWig,1235782002,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/06/60ec8663-6108-47d4-8252-f2aa06d003e5/ENCFF472SVW.bigWig
FOXA1,HepG2,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF642LBY,released,ChIP-seq,isogenic,2016-07-28,GRCh38,bigWig,2132929249,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/11/28/1cc871b4-a8f0-4c78-97df-c06e9eb45f47/ENCFF642LBY.bigWig
FOXA1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF887BCD,released,ChIP-seq,isogenic,2016-11-17,GRCh38,bigWig,1955803926,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/01/06bae688-a48f-487a-b951-1e706bd18e20/ENCFF887BCD.bigWig
FOXA1,MCF-7,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001203,"Michael Snyder, Stanford",ENCFF008ABX,released,ChIP-seq,isogenic,2016-07-08,GRCh38,bigWig,1796168451,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/01/26/7e0bc98c-c751-48ba-995c-80893a39b0d5/ENCFF008ABX.bigWig
